modelo,combustivel,ano,quilometragem,final de placa,carroceria,cor,ar condicionado,direcao,vidro eletrico,teto solar,alarme,rodas,retrovisores,computador de bordo
['YARIS'],['Gasolina e álcool'],['2019/2019'],['41.100'],['4'],['Hatchback'],['Branco'],['sim'],[''],['sim'],['nao'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['COBALT'],['Gasolina e álcool'],['2013/2013'],['141.000'],['2'],['Sedã'],['Bege'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['nao']
['KA'],['Gasolina e álcool'],['2019/2020'],['45.542'],['6'],['Hatchback'],['Branco'],['sim'],[''],['sim'],['nao'],['sim'],[''],[''],['Computador de bordo']
['207'],['Gasolina e álcool'],['2010/2010'],['200.000'],['5'],['Hatchback'],['Prata'],['sim'],['Direção hidráulica'],['sim'],['nao'],['nao'],[''],[''],['nao']
['FIT'],['Gasolina e álcool'],['2016/2017'],['120.000'],['1'],['Hatchback'],['Prata'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['nao']
['911'],['Gasolina'],['2020/2020'],['1.400'],['1'],['Cupê'],['Laranja'],['sim'],[''],['sim'],['sim'],['sim'],[''],[''],['nao']
['XC60'],['Gasolina'],['2019/2019'],['19.000'],['3'],['Utilitário esportivo'],['Cinza'],['sim'],['Direção hidráulica'],['sim'],['sim'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['UNO'],['Gasolina e álcool'],['2014/2015'],['54.343'],['2'],['Hatchback'],['Branco'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],[''],[''],['Computador de bordo']
['SPORTAGE'],['Gasolina e álcool'],['2017/2018'],['30.000'],['3'],['Utilitário esportivo'],['Preto'],['sim'],['Direção hidráulica'],['sim'],['sim'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['AMAROK'],['Diesel'],['2018/2019'],['37.000'],['3'],['Picape'],['Branco'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['TIGUAN'],['Gasolina'],['2015/2015'],['93.393'],['9'],['Utilitário esportivo'],['Branco'],['sim'],[''],['nao'],['nao'],['nao'],['Rodas de liga leve'],[''],['nao']
['RANGE ROVER SPORT'],['Diesel'],['2016/2016'],['76.355'],['0'],['Utilitário esportivo'],['Branco'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['KICKS'],['Gasolina e álcool'],['2017/2018'],['22.700'],['1'],['Utilitário esportivo'],['Marrom'],['sim'],[''],['sim'],['nao'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['RENEGADE'],['Gasolina e álcool'],['2019/2019'],['40.643'],['0'],['Utilitário esportivo'],['Prata'],['sim'],[''],['sim'],['nao'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['RS6'],['Gasolina'],['2014/2015'],['42.148'],['9'],['Perua/SW'],['Preto'],['sim'],[''],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['ECOSPORT'],['Gasolina e álcool'],['2018/2019'],['33.350'],['5'],['Utilitário esportivo'],['Branco'],['sim'],[''],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['COROLLA'],['Gasolina e álcool'],['2019/2020'],['18.000'],['0'],['Sedã'],['Cinza'],['sim'],[''],['sim'],['sim'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['MONTANA'],['Gasolina e álcool'],['2020/2020'],['50.788'],['9'],['Picape'],['Prata'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],[''],[''],['Computador de bordo']
['AMAROK'],['Diesel'],['2017/2018'],['35.000'],['5'],['Picape'],['Prata'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['C3 PICASSO'],['Gasolina e álcool'],['2011/2012'],['182.000'],['8'],['Minivan'],['Prata'],['sim'],['Direção hidráulica'],['sim'],['nao'],['nao'],[''],[''],['nao']
['ETIOS'],['Gasolina e álcool'],['2016/2017'],['94.000'],['0'],['Hatchback'],['Branco'],['sim'],[''],['sim'],['nao'],['sim'],[''],['Retrovisores elétricos'],['Computador de bordo']
['FUSION'],['Gasolina e álcool'],['2014/2014'],['90.000'],['0'],['Sedã'],['Branco'],['sim'],['Direção hidráulica'],['sim'],['sim'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['GLE 350'],['Diesel'],['2017/2017'],['64.015'],['2'],['Utilitário esportivo'],['Cinza'],['sim'],[''],['nao'],['sim'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['TRACKER'],['Gasolina e álcool'],['2017/2018'],['52.868'],['6'],['Utilitário esportivo'],['Preto'],['sim'],[''],['sim'],['sim'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['RS3'],['Gasolina'],['2018/2018'],['38.340'],['5'],['Hatchback'],['Cinza'],['sim'],['Direção hidráulica'],['sim'],['sim'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['AMAROK'],['Diesel'],['2018/2018'],['51.500'],['6'],['Picape'],['Cinza'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['X5'],['Gasolina'],['2007/2008'],['80.000'],['6'],['Utilitário esportivo'],['Prata'],['sim'],['Direção hidráulica'],['sim'],['sim'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['A 250'],['Gasolina'],['2018/2019'],['17.443'],['2'],['Hatchback'],['Prata'],['nao'],['Direção hidráulica'],['nao'],['sim'],['nao'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['ECOSPORT'],['Gasolina e álcool'],['2019/2020'],['42.460'],['9'],['Utilitário esportivo'],['Prata'],['sim'],[''],['sim'],['sim'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['RAV4'],['Gasolina'],['2015/2015'],['114.000'],['0'],['Utilitário esportivo'],['Branco'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['SANDERO'],['Gasolina e álcool'],['2019/2020'],['29.000'],['7'],['Hatchback'],['Branco'],['sim'],['Direção hidráulica'],['sim'],['nao'],['nao'],[''],[''],['nao']
['C 250'],['Gasolina'],['2016/2016'],['44.000'],['8'],['Cupê'],['Prata'],['sim'],['Direção hidráulica'],['sim'],['sim'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['F-250'],['Diesel'],['2007/2007'],['219.000'],['8'],['Picape'],['Preto'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],[''],[''],['nao']
['ARGO'],['Gasolina e álcool'],['2019/2020'],['40.389'],['0'],['Hatchback'],['Prata'],['sim'],[''],['sim'],['nao'],['sim'],[''],[''],['Computador de bordo']
['POLO'],['Gasolina e álcool'],['2018/2019'],['44.500'],['7'],['Hatchback'],['Branco'],['sim'],[''],['nao'],['nao'],['nao'],['Rodas de liga leve'],[''],['Computador de bordo']
['KA +'],['Gasolina e álcool'],['2018/2019'],['56.143'],['4'],['Sedã'],['Branco'],['sim'],[''],['nao'],['nao'],['sim'],[''],[''],['Computador de bordo']
['ARGO'],['Gasolina e álcool'],['2019/2019'],['41.236'],['0'],['Hatchback'],['Cinza'],['sim'],[''],['sim'],['nao'],['nao'],[''],[''],['Computador de bordo']
['X5'],['Diesel'],['2019/2020'],['16.450'],['6'],['Utilitário esportivo'],['Preto'],['sim'],[''],['sim'],['sim'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['JOY'],['Gasolina e álcool'],['2019/2020'],['45.265'],['4'],['Hatchback'],['Prata'],['sim'],[''],['sim'],['nao'],['sim'],[''],[''],['nao']
['HB20'],['Gasolina e álcool'],['2013/2014'],['119'],['1'],['Hatchback'],['Prata'],['sim'],[''],['sim'],['nao'],['sim'],['Rodas de liga leve'],[''],['nao']
['PRIUS'],['Gasolina e elétrico'],['2017/2017'],['34.000'],['0'],['Hatchback'],['Vermelho'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['TRAILBLAZER'],['Diesel'],['2016/2016'],['89.000'],['6'],['Utilitário esportivo'],['Branco'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['RANGER'],['Diesel'],['2018/2019'],['73.000'],['4'],['Picape'],['Vermelho'],['sim'],[''],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['GOLF'],['Gasolina'],['2017/2017'],['27.800'],['3'],['Hatchback'],['Prata'],['nao'],[''],['nao'],['sim'],['nao'],[''],[''],['nao']
['HILUX'],['Diesel'],['2018/2019'],['71.738'],['6'],['Picape'],['Preto'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['GALLOPER'],['Gasolina e gás natural'],['1997/1998'],['265.000'],['5'],['Utilitário esportivo'],['Prata'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['nao']
['X4'],['Gasolina'],['2019/2019'],['25.000'],['9'],['Utilitário esportivo'],['Branco'],['sim'],['Direção hidráulica'],['sim'],['sim'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['UNO'],['Gasolina e álcool'],['2012/2012'],['105.000'],['4'],['Hatchback'],['Preto'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],[''],[''],['nao']
['DOBLÒ'],"['Gasolina, álcool e gás natural']",['2012/2013'],['143.000'],['0'],['Minivan'],['Preto'],['sim'],[''],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['XC60'],['Gasolina'],['2016/2017'],['59.000'],['1'],['Utilitário esportivo'],['Branco'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['TIGUAN'],['Álcool e gás natural'],['2019/2019'],['33.263'],['8'],['Utilitário esportivo'],['Cinza'],['sim'],[''],['sim'],['sim'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['JIMNY'],['Gasolina'],['2018/2019'],['56.000'],['0'],['Utilitário esportivo'],['Verde'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],[''],['nao']
['FIESTA'],['Gasolina e álcool'],['2012/2013'],['67.000'],['5'],['Hatchback'],['Preto'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],[''],[''],['Computador de bordo']
['A4'],['Gasolina'],['2016/2016'],['78.000'],['8'],['Sedã'],['Azul'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['LOGAN'],['Gasolina e álcool'],['2019/2020'],['61.895'],['6'],['Sedã'],['Prata'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],[''],[''],['Computador de bordo']
['COROLLA'],['Gasolina e álcool'],['2013/2014'],['43.000'],['0'],['Sedã'],['Cinza'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['JETTA'],['Gasolina'],['2017/2017'],['70.000'],['5'],['Sedã'],['Preto'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['L200 TRITON'],['Diesel'],['2014/2015'],['86.000'],['0'],['Picape'],['Branco'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['VIRTUS'],['Gasolina e álcool'],['2019/2020'],['40.150'],['5'],['Sedã'],['Cinza'],['sim'],[''],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['DISCOVERY 4'],['Diesel'],['2013/2013'],['80.000'],['4'],['Utilitário esportivo'],['Branco'],['nao'],[''],['nao'],['nao'],['nao'],[''],[''],['nao']
['ASTRA'],['Gasolina e álcool'],['2009/2010'],['188.000'],['7'],['Hatchback'],['Prata'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['SANDERO'],['Gasolina e álcool'],['2019/2020'],['48.120'],['9'],['Hatchback'],['Branco'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],[''],[''],['Computador de bordo']
['TIGUAN'],['Gasolina'],['2019/2019'],['32.000'],['4'],['Utilitário esportivo'],['Branco'],['sim'],['Direção hidráulica'],['sim'],['sim'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['BORA'],['Gasolina'],['2001/2001'],['165.000'],['1'],['Sedã'],['Azul'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['nao']
['CIVIC'],['Gasolina e álcool'],['2017/2017'],['7.000'],['6'],['Sedã'],['Cinza'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],[''],[''],['Computador de bordo']
['VIRTUS'],['Gasolina e álcool'],['2019/2019'],['21.000'],['4'],['Sedã'],['Prata'],['sim'],[''],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['nao']
['911'],['Gasolina'],['2010/2011'],['13.865'],['1'],['Cupê'],['Preto'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['HB20'],['Gasolina e álcool'],['2019/2019'],['50.601'],['7'],['Hatchback'],['Branco'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],[''],[''],['Computador de bordo']
['C 180'],['Gasolina'],['2014/2015'],['82.950'],['8'],['Sedã'],['Preto'],['sim'],[''],['nao'],['nao'],['sim'],['Rodas de liga leve'],[''],['nao']
['CIVIC'],['Gasolina e álcool'],['2009/2009'],['121.000'],['8'],['Sedã'],['Prata'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['BORA'],['Gasolina e álcool'],['2011/2011'],['37.000'],['7'],['Sedã'],['Prata'],['sim'],[''],['nao'],['sim'],['sim'],[''],[''],['nao']
['POLO'],['Gasolina e álcool'],['2019/2020'],['2.640'],['3'],['Hatchback'],['Vermelho'],['sim'],['Direção hidráulica'],['sim'],['nao'],['nao'],[''],[''],['nao']
['A 250'],['Gasolina'],['2014/2015'],['80.000'],['5'],['Hatchback'],['Branco'],['sim'],['Direção hidráulica'],['sim'],['sim'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['COMPASS'],['Gasolina e álcool'],['2017/2017'],['26.500'],['8'],['Utilitário esportivo'],['Preto'],['sim'],[''],['sim'],['nao'],['nao'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['COMPASS'],['Diesel'],['2020/2020'],['8.000'],['3'],['Utilitário esportivo'],['Branco'],['sim'],['Direção hidráulica'],['sim'],['sim'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['RANGE ROVER EVOQUE'],['Gasolina'],['2013/2013'],['68.000'],['2'],['Utilitário esportivo'],['Branco'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['KICKS'],['Gasolina e álcool'],['2017/2018'],['45.000'],['8'],['Utilitário esportivo'],['Branco'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],[''],['nao']
['TIGUAN'],['Gasolina'],['2013/2013'],['77.000'],['2'],['Utilitário esportivo'],['Cinza'],['sim'],['Direção hidráulica'],['sim'],['sim'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['SANDERO'],['Gasolina e álcool'],['2019/2020'],['46.008'],['9'],['Hatchback'],['Prata'],['sim'],[''],['nao'],['nao'],['sim'],[''],[''],['Computador de bordo']
['RANGER'],['Diesel'],['2020/2021'],['100'],['0'],['Picape'],['Branco'],['nao'],[''],['nao'],['nao'],['nao'],[''],[''],['nao']
['120i'],['Gasolina'],['2018/2019'],['20.150'],['6'],['Hatchback'],['Cinza'],['nao'],[''],['nao'],['nao'],['nao'],[''],[''],['nao']
['FOCUS'],['Gasolina e álcool'],['2014/2015'],['49.000'],['6'],['Sedã'],['Preto'],['sim'],['Direção hidráulica'],['sim'],['sim'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['CIVIC'],['Gasolina e álcool'],['2017/2017'],['65.000'],['6'],['Sedã'],['Cinza'],['sim'],['Direção hidráulica'],['sim'],['sim'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['A 200'],['Gasolina'],['2019/2020'],['39.000'],['3'],['Sedã'],['Preto'],['nao'],[''],['nao'],['nao'],['nao'],[''],[''],['nao']
['TIGUAN'],['Gasolina e álcool'],['2018/2018'],['29.000'],['4'],['Utilitário esportivo'],['Preto'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['C 280'],['Gasolina'],['1995/1995'],['56.500'],['1'],['Sedã'],['Azul'],['sim'],['Direção hidráulica'],['sim'],['sim'],['sim'],['Rodas de liga leve'],[''],['nao']
['ECOSPORT'],['Gasolina e álcool'],['2009/2009'],['105.000'],['5'],['Utilitário esportivo'],['Prata'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['nao']
['GOL'],['Gasolina e álcool'],['2017/2018'],['69.000'],['1'],['Hatchback'],['Prata'],['sim'],['Direção hidráulica'],['sim'],['nao'],['nao'],[''],[''],['nao']
['X5'],['Diesel'],['2019/2020'],['10.550'],['7'],['Utilitário esportivo'],['Azul'],['sim'],['Direção hidráulica'],['sim'],['sim'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['KA'],['Gasolina e álcool'],['2019/2019'],['46.568'],['6'],['Hatchback'],['Prata'],['sim'],[''],['sim'],['nao'],['sim'],[''],[''],['Computador de bordo']
['GLC 250'],['Gasolina'],['2017/2017'],['26.600'],['2'],['Utilitário esportivo'],['Preto'],['sim'],['Direção hidráulica'],['sim'],['sim'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['TERRITORY'],['Gasolina'],['2020/2021'],['3.607'],['7'],['Utilitário esportivo'],['Branco'],['sim'],['Direção hidráulica'],['sim'],['sim'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['RANGE ROVER SPORT'],['Diesel'],['2014/2014'],['85.000'],['0'],['Utilitário esportivo'],['Laranja'],['sim'],['Direção hidráulica'],['sim'],['sim'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['330i'],['Gasolina'],['2019/2020'],['8.700'],['3'],['Sedã'],['Cinza'],['sim'],['Direção hidráulica'],['sim'],['sim'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['TUCSON'],['Gasolina'],['2021/2022'],['100'],['5'],['Utilitário esportivo'],['Preto'],['nao'],[''],['nao'],['nao'],['nao'],[''],[''],['nao']
['COMPASS'],['Diesel'],['2020/2021'],['17.815'],['5'],['Utilitário esportivo'],['Marrom'],['sim'],[''],['sim'],['sim'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['PAJERO FULL'],['Diesel'],['2019/2020'],['21.831'],['7'],['Utilitário esportivo'],['Prata'],['sim'],['Direção hidráulica'],['sim'],['sim'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['FREEMONT'],['Gasolina'],['2012/2012'],['130.000'],['8'],['Utilitário esportivo'],['Preto'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],[''],[''],['Computador de bordo']
['AMAROK'],['Diesel'],['2018/2018'],['98.876'],['6'],['Picape'],['Branco'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['FUSCA'],['Gasolina'],['1975/1975'],['85.000'],['5'],['Sedã'],['Bege'],['nao'],[''],['nao'],['nao'],['nao'],[''],[''],['nao']
['ONIX'],['Gasolina e álcool'],['2019/2019'],['45.150'],['4'],['Hatchback'],['Cinza'],['sim'],[''],['sim'],['nao'],['sim'],[''],[''],['Computador de bordo']
['ETIOS'],['Gasolina e álcool'],['2018/2019'],['19.000'],['7'],['Sedã'],['Preto'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['ONIX'],['Gasolina e álcool'],['2019/2019'],['47.900'],['5'],['Hatchback'],['Branco'],['sim'],[''],['sim'],['nao'],['sim'],[''],[''],['nao']
['ECOSPORT'],['Gasolina e álcool'],['2014/2015'],['56.440'],['0'],['Utilitário esportivo'],['Branco'],['sim'],[''],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['ONIX'],['Gasolina e álcool'],['2019/2019'],['40.725'],['6'],['Hatchback'],['Cinza'],['sim'],[''],['sim'],['nao'],['nao'],[''],[''],['nao']
['FOX'],['Gasolina e álcool'],['2008/2009'],['105.000'],['9'],['Hatchback'],['Prata'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['S10'],['Diesel'],['2012/2013'],['178.154'],['0'],['Picape'],['Prata'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['nao']
